# node_id   x   y   h
459 -1.76348259e+01 -1.13550822e+01 5.30602547e+00
460 -1.63271336e+01 -1.13550822e+01 4.75113946e+00
461 -1.50194413e+01 -1.13550822e+01 4.19625344e+00
462 -1.37117490e+01 -1.13550822e+01 3.64745670e+00
463 -1.24040567e+01 -1.13550822e+01 3.13536033e+00
464 -1.10963644e+01 -1.13550822e+01 2.63637482e+00
465 -9.78867208e+00 -1.13550822e+01 2.13731269e+00
466 -8.48097977e+00 -1.13550822e+01 1.69046508e+00
467 -7.17328746e+00 -1.13550822e+01 1.26828097e+00
468 -5.86559515e+00 -1.13550822e+01 8.66785720e-01
469 -4.55790285e+00 -1.13550822e+01 5.40439984e-01
470 -3.25021054e+00 -1.13550822e+01 2.87597975e-01
471 -1.94251823e+00 -1.13550822e+01 1.52706717e-01
472 -6.34825923e-01 -1.13550822e+01 1.94163257e-01
473 6.72866385e-01 -1.13550822e+01 4.06469572e-01
474 1.98055869e+00 -1.13550822e+01 7.26297648e-01
475 3.28825100e+00 -1.13550822e+01 1.15496725e+00
476 4.59594331e+00 -1.13550822e+01 1.59556627e+00
477 5.90363562e+00 -1.13550822e+01 1.07050225e+00
478 7.21132792e+00 -1.13550822e+01 4.93923131e-01
479 -2.61348259e+01 -1.02225875e+01 9.35318977e+00
480 -2.48271336e+01 -1.02225875e+01 8.76285262e+00
481 -2.35194413e+01 -1.02225875e+01 8.17447656e+00
482 -2.22117490e+01 -1.02225875e+01 7.58588031e+00
483 -2.09040567e+01 -1.02225875e+01 7.00489870e+00
484 -1.95963644e+01 -1.02225875e+01 6.43794929e+00
485 -1.82886721e+01 -1.02225875e+01 5.88305387e+00
486 -1.69809798e+01 -1.02225875e+01 5.32816785e+00
487 -1.56732875e+01 -1.02225875e+01 4.77622845e+00
488 -1.43655952e+01 -1.02225875e+01 4.25042810e+00
489 -1.30579028e+01 -1.02225875e+01 3.75085153e+00
490 -1.17502105e+01 -1.02225875e+01 3.25186602e+00
491 -1.04425182e+01 -1.02225875e+01 2.76347686e+00
492 -9.13482592e+00 -1.02225875e+01 2.33434468e+00
493 -7.82713362e+00 -1.02225875e+01 1.91016086e+00
494 -6.51944131e+00 -1.02225875e+01 1.52063153e+00
495 -5.21174900e+00 -1.02225875e+01 1.19428580e+00
496 -3.90405669e+00 -1.02225875e+01 9.26261269e-01
497 -2.59636438e+00 -1.02225875e+01 7.37675556e-01
498 -1.28867208e+00 -1.02225875e+01 7.01622928e-01
499 1.90202308e-02 -1.02225875e+01 8.19383871e-01
500 1.32671254e+00 -1.02225875e+01 1.05994706e+00
501 2.63440485e+00 -1.02225875e+01 1.37610695e+00
502 3.94209715e+00 -1.02225875e+01 1.64946926e+00
503 5.24978946e+00 -1.02225875e+01 1.08039849e+00
504 6.55748177e+00 -1.02225875e+01 5.11327717e-01
505 -2.54809798e+01 -9.09009273e+00 8.86828070e+00
506 -2.41732875e+01 -9.09009273e+00 8.27736001e+00
507 -2.28655952e+01 -9.09009273e+00 7.69663773e+00
508 -2.15579028e+01 -9.09009273e+00 7.12861060e+00
509 -2.02502105e+01 -9.09009273e+00 6.57657454e+00
510 -1.89425182e+01 -9.09009273e+00 6.04492028e+00
511 -1.76348259e+01 -9.09009273e+00 5.53767092e+00
512 -1.63271336e+01 -9.09009273e+00 5.04571248e+00
513 -1.50194413e+01 -9.09009273e+00 4.59416518e+00
514 -1.37117490e+01 -9.09009273e+00 4.19643734e+00
515 -1.24040567e+01 -9.09009273e+00 3.86722689e+00
516 -1.10963644e+01 -9.09009273e+00 3.40020341e+00
517 -9.78867208e+00 -9.09009273e+00 2.97822429e+00
518 -8.48097977e+00 -9.09009273e+00 2.55204076e+00
519 -7.17328746e+00 -9.09009273e+00 2.17447735e+00
520 -5.86559515e+00 -9.09009273e+00 1.84813161e+00
521 -4.55790285e+00 -9.09009273e+00 1.56492456e+00
522 -3.25021054e+00 -9.09009273e+00 1.36691065e+00
523 -1.94251823e+00 -9.09009273e+00 1.28374049e+00
524 -6.34825923e-01 -9.09009273e+00 1.29770774e+00
525 6.72866385e-01 -9.09009273e+00 1.44505185e+00
526 1.98055869e+00 -9.09009273e+00 1.71342454e+00
527 3.28825100e+00 -9.09009273e+00 1.65509342e+00
528 4.59594331e+00 -9.09009273e+00 1.08602265e+00
529 5.90363562e+00 -9.09009273e+00 5.16951877e-01
530 -2.61348259e+01 -7.95759797e+00 8.95553722e+00
531 -2.48271336e+01 -7.95759797e+00 8.34517729e+00
532 -2.35194413e+01 -7.95759797e+00 7.74193191e+00
533 -2.22117490e+01 -7.95759797e+00 7.14760548e+00
534 -2.09040567e+01 -7.95759797e+00 6.56462502e+00
535 -1.95963644e+01 -7.95759797e+00 5.99630689e+00
536 -1.82886721e+01 -7.95759797e+00 5.44725168e+00
537 -1.69809798e+01 -7.95759797e+00 4.92394285e+00
538 -1.56732875e+01 -7.95759797e+00 4.42246437e+00
539 -1.43655952e+01 -7.95759797e+00 3.95377631e+00
540 -1.30579028e+01 -7.95759797e+00 3.54446866e+00
541 -1.17502105e+01 -7.95759797e+00 3.21738835e+00
542 -1.04425182e+01 -7.95759797e+00 2.96537574e+00
543 -9.13482592e+00 -7.95759797e+00 2.82877974e+00
544 -7.82713362e+00 -7.95759797e+00 2.82832316e+00
545 -6.51944131e+00 -7.95759797e+00 2.50197743e+00
546 -5.21174900e+00 -7.95759797e+00 2.20596465e+00
547 -3.90405669e+00 -7.95759797e+00 2.00557394e+00
548 -2.59636438e+00 -7.95759797e+00 1.86586507e+00
549 -1.28867208e+00 -7.95759797e+00 1.83315319e+00
550 1.90202308e-02 -7.95759797e+00 1.92292684e+00
551 1.32671254e+00 -7.95759797e+00 2.08250458e+00
552 2.63440485e+00 -7.95759797e+00 1.65702902e+00
553 3.94209715e+00 -7.95759797e+00 1.09164681e+00
554 5.24978946e+00 -7.95759797e+00 5.22576038e-01
555 -2.54809798e+01 -6.82510321e+00 8.46318084e+00
556 -2.41732875e+01 -6.82510321e+00 7.84174946e+00
557 -2.28655952e+01 -6.82510321e+00 7.22604987e+00
558 -2.15579028e+01 -6.82510321e+00 6.61768482e+00
559 -2.02502105e+01 -6.82510321e+00 6.01888289e+00
560 -1.89425182e+01 -6.82510321e+00 5.43281365e+00
561 -1.76348259e+01 -6.82510321e+00 4.86409233e+00
562 -1.63271336e+01 -6.82510321e+00 4.31959430e+00
563 -1.50194413e+01 -6.82510321e+00 3.80791007e+00
564 -1.37117490e+01 -6.82510321e+00 3.31866290e+00
565 -1.24040567e+01 -6.82510321e+00 2.89335172e+00
566 -1.10963644e+01 -6.82510321e+00 2.56704748e+00
567 -9.78867208e+00 -6.82510321e+00 2.32873800e+00
568 -8.48097977e+00 -6.82510321e+00 2.24982195e+00
569 -7.17328746e+00 -6.82510321e+00 2.30439747e+00
570 -5.86559515e+00 -6.82510321e+00 2.51652746e+00
571 -4.55790285e+00 -6.82510321e+00 2.64423724e+00
572 -3.25021054e+00 -6.82510321e+00 2.46701760e+00
573 -1.94251823e+00 -6.82510321e+00 2.41477426e+00
574 -6.34825923e-01 -6.82510321e+00 2.41518577e+00
575 6.72866385e-01 -6.82510321e+00 2.17488864e+00
576 1.98055869e+00 -6.82510321e+00 1.62521756e+00
577 3.28825100e+00 -6.82510321e+00 1.07554649e+00
578 4.59594331e+00 -6.82510321e+00 5.25875420e-01
579 -2.61348259e+01 -5.69260845e+00 8.62930940e+00
580 -2.48271336e+01 -5.69260845e+00 7.99404537e+00
581 -2.35194413e+01 -5.69260845e+00 7.36204079e+00
582 -2.22117490e+01 -5.69260845e+00 6.73421493e+00
583 -2.09040567e+01 -5.69260845e+00 6.11185803e+00
584 -1.95963644e+01 -5.69260845e+00 5.49683179e+00
585 -1.82886721e+01 -5.69260845e+00 4.89190824e+00
586 -1.69809798e+01 -5.69260845e+00 4.30136298e+00
587 -1.56732875e+01 -5.69260845e+00 3.73204831e+00
588 -1.43655952e+01 -5.69260845e+00 3.19537235e+00
589 -1.30579028e+01 -5.69260845e+00 2.69258087e+00
590 -1.17502105e+01 -5.69260845e+00 2.24383295e+00
591 -1.04425182e+01 -5.69260845e+00 1.91672913e+00
592 -9.13482592e+00 -5.69260845e+00 1.70532355e+00
593 -7.82713362e+00 -5.69260845e+00 1.69829818e+00
594 -6.51944131e+00 -5.69260845e+00 1.86442657e+00
595 -5.21174900e+00 -5.69260845e+00 2.17076226e+00
596 -3.90405669e+00 -5.69260845e+00 2.51273039e+00
597 -2.59636438e+00 -5.69260845e+00 2.73377940e+00
598 -1.28867208e+00 -5.69260845e+00 2.60066137e+00
599 1.90202308e-02 -5.69260845e+00 2.11558471e+00
600 1.32671254e+00 -5.69260845e+00 1.59340611e+00
601 2.63440485e+00 -5.69260845e+00 1.04373504e+00
602 3.94209715e+00 -5.69260845e+00 4.94063962e-01
603 -2.54809798e+01 -4.56011369e+00 8.19011935e+00
604 -2.41732875e+01 -4.56011369e+00 7.55052963e+00
605 -2.28655952e+01 -4.56011369e+00 6.91096009e+00
606 -2.15579028e+01 -4.56011369e+00 6.27209678e+00
607 -2.02502105e+01 -4.56011369e+00 5.63662823e+00
608 -1.89425182e+01 -4.56011369e+00 5.00590582e+00
609 -1.76348259e+01 -4.56011369e+00 4.38198471e+00
610 -1.63271336e+01 -4.56011369e+00 3.76825478e+00
611 -1.50194413e+01 -4.56011369e+00 3.17066054e+00
612 -1.37117490e+01 -4.56011369e+00 2.60039855e+00
613 -1.24040567e+01 -4.56011369e+00 2.07814923e+00
614 -1.10963644e+01 -4.56011369e+00 1.59788035e+00
615 -9.78867208e+00 -4.56011369e+00 1.26641079e+00
616 -8.48097977e+00 -4.56011369e+00 1.11811423e+00
617 -7.17328746e+00 -4.56011369e+00 1.21466056e+00
618 -5.86559515e+00 -4.56011369e+00 1.51788428e+00
619 -4.55790285e+00 -4.56011369e+00 1.85897321e+00
620 -3.25021054e+00 -4.56011369e+00 2.11338466e+00
621 -1.94251823e+00 -4.56011369e+00 2.17870219e+00
622 -6.34825923e-01 -4.56011369e+00 1.95342474e+00
623 6.72866385e-01 -4.56011369e+00 1.50029046e+00
624 1.98055869e+00 -4.56011369e+00 1.00108176e+00
625 3.28825100e+00 -4.56011369e+00 4.62252505e-01
626 -2.61348259e+01 -3.42761893e+00 8.41817108e+00
627 -2.48271336e+01 -3.42761893e+00 7.77036265e+00
628 -2.35194413e+01 -3.42761893e+00 7.12365909e+00
629 -2.22117490e+01 -3.42761893e+00 6.47839179e+00
630 -2.09040567e+01 -3.42761893e+00 5.83503808e+00
631 -1.95963644e+01 -3.42761893e+00 5.19432807e+00
632 -1.82886721e+01 -3.42761893e+00 4.55475853e+00
633 -1.69809798e+01 -3.42761893e+00 3.91520205e+00
634 -1.56732875e+01 -3.42761893e+00 3.27929575e+00
635 -1.43655952e+01 -3.42761893e+00 2.65216510e+00
636 -1.30579028e+01 -3.42761893e+00 2.04195654e+00
637 -1.17502105e+01 -3.42761893e+00 1.47006079e+00
638 -1.04425182e+01 -3.42761893e+00 9.62809808e-01
639 -9.13482592e+00 -3.42761893e+00 6.16092441e-01
640 -7.82713362e+00 -3.42761893e+00 5.74655329e-01
641 -6.51944131e+00 -3.42761893e+00 8.65006301e-01
642 -5.21174900e+00 -3.42761893e+00 1.20521603e+00
643 -3.90405669e+00 -3.42761893e+00 1.47331348e+00
644 -2.59636438e+00 -3.42761893e+00 1.61294519e+00
645 -1.28867208e+00 -3.42761893e+00 1.55769732e+00
646 1.90202308e-02 -3.42761893e+00 1.30618812e+00
647 1.32671254e+00 -3.42761893e+00 8.84996215e-01
648 2.63440485e+00 -3.42761893e+00 3.85787517e-01
649 -2.54809798e+01 -2.29512417e+00 8.03706245e+00
650 -2.41732875e+01 -2.29512417e+00 7.38476331e+00
651 -2.28655952e+01 -2.29512417e+00 6.73276475e+00
652 -2.15579028e+01 -2.29512417e+00 6.08116360e+00
653 -2.02502105e+01 -2.29512417e+00 5.43010319e+00
654 -1.89425182e+01 -2.29512417e+00 4.77980495e+00
655 -1.76348259e+01 -2.29512417e+00 4.13062975e+00
656 -1.63271336e+01 -2.29512417e+00 3.48320737e+00
657 -1.50194413e+01 -2.29512417e+00 2.83874158e+00
658 -1.37117490e+01 -2.29512417e+00 2.19855697e+00
659 -1.24040567e+01 -2.29512417e+00 1.55898743e+00
660 -1.10963644e+01 -2.29512417e+00 9.22705059e-01
661 -9.78867208e+00 -2.29512417e+00 3.48388386e-01
662 -7.17328746e+00 -2.29512417e+00 2.12128319e-01
663 -5.86559515e+00 -2.29512417e+00 5.51458848e-01
664 -4.55790285e+00 -2.29512417e+00 8.26751373e-01
665 -3.25021054e+00 -2.29512417e+00 1.00399414e+00
666 -1.94251823e+00 -2.29512417e+00 1.04765305e+00
667 -6.34825923e-01 -2.29512417e+00 9.36692463e-01
668 6.72866385e-01 -2.29512417e+00 6.58951496e-01
669 1.98055869e+00 -2.29512417e+00 2.55023410e-01
670 -5.21174900e+00 -1.16262942e+00 1.80189267e-01
671 -3.90405669e+00 -1.16262942e+00 3.83599409e-01
672 -2.59636438e+00 -1.16262942e+00 4.80455245e-01
673 -1.28867208e+00 -1.16262942e+00 4.48987277e-01
674 1.90202308e-02 -1.16262942e+00 2.88628235e-01
